Time	[IRS1]	[IRS1a]	[IRS1pS636_639]	[Akt]	[AktpT308]	[TSC2]	[TSC2pT1462]	[PRAS40]	[PRAS40pT246]	[S6K]	[S6KpT389]	[FourEBP1]	[FourEBP1pT37_46]	[PI3K]	[pPI3K]	[pmTORC1]	[mTORC1cyt]	[mTORC1lys]	Values[Insulin]	Values[AA]	Values[_kIRS1Act]	Values[_kIRS1Inact]	Values[kIRS1Phos]	Values[_kPI3KPhos]	Values[kPI3KDephos]	Values[_kAktPhos]	Values[kAktDephos]	Values[kTSC2Phos]	Values[_kTSC2Dephos]	Values[_kmTORC1cytToLys]	Values[_kmTORC1LysToCyt]	Values[_kmTORC1Phos]	Values[kmTORC1Dephos]	Values[_kPras40Phos]	Values[kPras40Dephos]	Values[_kFourEBP1Phos]	Values[kFourEBP1Dephos]	Values[_kS6KPhos]	Values[kS6KDephos]
3.92	6.76982	3.02352	0.206668	6.26994	3.73006	2.24944	7.75056	6.27132	3.72868	9.10466	0.89534	9.10466	0.89534	5.68169	4.31831	0.818119	7.19639	1.98549	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.93	6.76326	3.02756	0.209179	6.25901	3.74099	2.24879	7.75121	6.25167	3.74833	9.0981	0.901904	9.0981	0.901904	5.66885	4.33115	0.821766	7.19118	1.98705	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.94	6.75671	3.03158	0.211711	6.24813	3.75187	2.24811	7.75189	6.23204	3.76796	9.09151	0.908489	9.09151	0.908489	5.65603	4.34397	0.825412	7.18598	1.9886	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.95	6.75017	3.03557	0.214264	6.23732	3.76268	2.24742	7.75258	6.21244	3.78756	9.0849	0.915096	9.0849	0.915096	5.64324	4.35676	0.829056	7.18079	1.99015	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.96	6.74364	3.03953	0.216838	6.22657	3.77343	2.24671	7.75329	6.19287	3.80713	9.07828	0.921723	9.07828	0.921723	5.63048	4.36952	0.832699	7.1756	1.9917	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.97	6.73711	3.04345	0.219434	6.21588	3.78412	2.24597	7.75403	6.17332	3.82668	9.07163	0.928371	9.07163	0.928371	5.61775	4.38225	0.836341	7.17042	1.99324	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.98	6.7306	3.04735	0.22205	6.20525	3.79475	2.24522	7.75478	6.1538	3.8462	9.06496	0.93504	9.06496	0.93504	5.60505	4.39495	0.83998	7.16525	1.99477	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
3.99	6.7241	3.05122	0.224689	6.19469	3.80531	2.24444	7.75556	6.13431	3.86569	9.05827	0.94173	9.05827	0.94173	5.59238	4.40762	0.843618	7.16008	1.9963	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4	6.7176	3.05505	0.227348	6.18419	3.81581	2.24365	7.75635	6.11485	3.88515	9.05156	0.94844	9.05156	0.94844	5.57974	4.42026	0.847254	7.15492	1.99783	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.01	6.71112	3.05886	0.230029	6.17375	3.82625	2.24283	7.75717	6.09541	3.90459	9.04483	0.955171	9.04483	0.955171	5.56713	4.43287	0.850888	7.14977	1.99934	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.02	6.70464	3.06263	0.232731	6.16338	3.83662	2.242	7.758	6.07601	3.92399	9.03808	0.961922	9.03808	0.961922	5.55455	4.44545	0.854521	7.14462	2.00086	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.03	6.69817	3.06637	0.235455	6.15307	3.84693	2.24114	7.75886	6.05664	3.94336	9.03131	0.968693	9.03131	0.968693	5.542	4.458	0.858151	7.13948	2.00237	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.04	6.69171	3.07009	0.238201	6.14282	3.85718	2.24027	7.75973	6.0373	3.9627	9.02451	0.975485	9.02451	0.975485	5.52948	4.47052	0.861779	7.13435	2.00387	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.05	6.68526	3.07377	0.240969	6.13263	3.86737	2.23938	7.76062	6.01799	3.98201	9.0177	0.982297	9.0177	0.982297	5.51699	4.48301	0.865406	7.12922	2.00538	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.06	6.67883	3.07742	0.243758	6.12251	3.87749	2.23847	7.76153	5.99871	4.00129	9.01087	0.989128	9.01087	0.989128	5.50453	4.49547	0.86903	7.1241	2.00687	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.07	6.67239	3.08104	0.246569	6.11245	3.88755	2.23755	7.76245	5.97947	4.02053	9.00402	0.99598	9.00402	0.99598	5.4921	4.5079	0.872652	7.11898	2.00836	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.08	6.66597	3.08462	0.249402	6.10245	3.89755	2.2366	7.7634	5.96026	4.03974	8.99715	1.00285	8.99715	1.00285	5.4797	4.5203	0.876273	7.11388	2.00985	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.09	6.65956	3.08818	0.252257	6.09251	3.90749	2.23564	7.76436	5.94109	4.05891	8.99026	1.00974	8.99026	1.00974	5.46733	4.53267	0.87989	7.10878	2.01133	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.1	6.65316	3.09171	0.255134	6.08264	3.91736	2.23466	7.76534	5.92195	4.07805	8.98335	1.01665	8.98335	1.01665	5.455	4.545	0.883506	7.10368	2.01281	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.11	6.64677	3.0952	0.258033	6.07283	3.92717	2.23366	7.76634	5.90285	4.09715	8.97642	1.02358	8.97642	1.02358	5.44269	4.55731	0.887119	7.09859	2.01429	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.12	6.64038	3.09866	0.260955	6.06308	3.93692	2.23265	7.76735	5.88378	4.11622	8.96947	1.03053	8.96947	1.03053	5.43042	4.56958	0.89073	7.09351	2.01576	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.13	6.63401	3.1021	0.263898	6.0534	3.9466	2.23162	7.76838	5.86476	4.13524	8.9625	1.0375	8.9625	1.0375	5.41818	4.58182	0.894339	7.08844	2.01722	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.14	6.62764	3.1055	0.266864	6.04378	3.95622	2.23057	7.76943	5.84576	4.15424	8.95551	1.04449	8.95551	1.04449	5.40597	4.59403	0.897945	7.08337	2.01868	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.15	6.62129	3.10886	0.269852	6.03422	3.96578	2.22951	7.77049	5.82681	4.17319	8.94851	1.05149	8.94851	1.05149	5.39379	4.60621	0.901548	7.07831	2.02014	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.16	6.61494	3.1122	0.272862	6.02472	3.97528	2.22843	7.77157	5.80789	4.19211	8.94148	1.05852	8.94148	1.05852	5.38164	4.61836	0.90515	7.07325	2.0216	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.17	6.6086	3.1155	0.275895	6.01529	3.98471	2.22733	7.77267	5.78902	4.21098	8.93444	1.06556	8.93444	1.06556	5.36953	4.63047	0.908748	7.06821	2.02305	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.18	6.60227	3.11878	0.27895	6.00592	3.99408	2.22622	7.77378	5.77018	4.22982	8.92737	1.07263	8.92737	1.07263	5.35745	4.64255	0.912344	7.06316	2.02449	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.19	6.59595	3.12202	0.282027	5.99661	4.00339	2.2251	7.7749	5.75138	4.24862	8.92029	1.07971	8.92029	1.07971	5.3454	4.6546	0.915937	7.05813	2.02593	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.2	6.58965	3.12523	0.285127	5.98736	4.01264	2.22396	7.77604	5.73263	4.26737	8.91319	1.08681	8.91319	1.08681	5.33338	4.66662	0.919528	7.0531	2.02737	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.21	6.58335	3.1284	0.28825	5.97818	4.02182	2.2228	7.7772	5.71391	4.28609	8.90607	1.09393	8.90607	1.09393	5.32139	4.67861	0.923116	7.04808	2.02881	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.22	6.57705	3.13155	0.291395	5.96906	4.03094	2.22163	7.77837	5.69524	4.30476	8.89894	1.10106	8.89894	1.10106	5.30944	4.69056	0.926701	7.04306	2.03024	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.23	6.57077	3.13466	0.294563	5.96	4.04	2.22045	7.77955	5.67661	4.32339	8.89178	1.10822	8.89178	1.10822	5.29752	4.70248	0.930283	7.03805	2.03167	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.24	6.5645	3.13774	0.297754	5.951	4.049	2.21925	7.78075	5.65802	4.34198	8.88461	1.11539	8.88461	1.11539	5.28563	4.71437	0.933863	7.03305	2.03309	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.25	6.55824	3.14079	0.300967	5.94206	4.05794	2.21804	7.78196	5.63947	4.36053	8.87742	1.12258	8.87742	1.12258	5.27378	4.72622	0.937439	7.02805	2.03451	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.26	6.55199	3.14381	0.304204	5.93319	4.06681	2.21681	7.78319	5.62097	4.37903	8.87021	1.12979	8.87021	1.12979	5.26196	4.73804	0.941013	7.02306	2.03593	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.27	6.54574	3.14679	0.307463	5.92438	4.07562	2.21557	7.78443	5.60251	4.39749	8.86298	1.13702	8.86298	1.13702	5.25017	4.74983	0.944584	7.01808	2.03734	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.28	6.53951	3.14974	0.310745	5.91563	4.08437	2.21432	7.78568	5.5841	4.4159	8.85574	1.14426	8.85574	1.14426	5.23842	4.76158	0.948152	7.0131	2.03875	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.29	6.53329	3.15266	0.314049	5.90694	4.09306	2.21306	7.78694	5.56573	4.43427	8.84848	1.15152	8.84848	1.15152	5.2267	4.7733	0.951716	7.00813	2.04015	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.3	6.52707	3.15555	0.317377	5.89831	4.10169	2.21178	7.78822	5.54741	4.45259	8.8412	1.1588	8.8412	1.1588	5.21501	4.78499	0.955278	7.00316	2.04156	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.31	6.52087	3.1584	0.320728	5.88974	4.11026	2.21049	7.78951	5.52913	4.47087	8.83391	1.16609	8.83391	1.16609	5.20335	4.79665	0.958837	6.99821	2.04296	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.32	6.51467	3.16123	0.324102	5.88124	4.11876	2.20919	7.79081	5.5109	4.4891	8.82659	1.17341	8.82659	1.17341	5.19173	4.80827	0.962392	6.99325	2.04435	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.33	6.50849	3.16401	0.327499	5.87279	4.12721	2.20787	7.79213	5.49271	4.50729	8.81926	1.18074	8.81926	1.18074	5.18015	4.81985	0.965945	6.98831	2.04575	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.34	6.50231	3.16677	0.330919	5.86441	4.13559	2.20655	7.79345	5.47457	4.52543	8.81192	1.18808	8.81192	1.18808	5.16859	4.83141	0.969494	6.98337	2.04714	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.35	6.49614	3.16949	0.334362	5.85609	4.14391	2.20521	7.79479	5.45648	4.54352	8.80455	1.19545	8.80455	1.19545	5.15707	4.84293	0.97304	6.97844	2.04852	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.36	6.48999	3.17219	0.337828	5.84783	4.15217	2.20386	7.79614	5.43844	4.56156	8.79717	1.20283	8.79717	1.20283	5.14559	4.85441	0.976583	6.97351	2.04991	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.37	6.48384	3.17484	0.341317	5.83963	4.16037	2.2025	7.7975	5.42044	4.57956	8.78978	1.21022	8.78978	1.21022	5.13414	4.86586	0.980122	6.96859	2.05129	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.38	6.4777	3.17747	0.34483	5.83148	4.16852	2.20113	7.79887	5.40249	4.59751	8.78236	1.21764	8.78236	1.21764	5.12272	4.87728	0.983658	6.96367	2.05267	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.39	6.47157	3.18006	0.348365	5.8234	4.1766	2.19975	7.80025	5.38459	4.61541	8.77493	1.22507	8.77493	1.22507	5.11134	4.88866	0.987191	6.95877	2.05404	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.4	6.46546	3.18262	0.351925	5.81538	4.18462	2.19835	7.80165	5.36675	4.63325	8.76749	1.23251	8.76749	1.23251	5.09999	4.90001	0.990721	6.95386	2.05541	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.41	6.45935	3.18515	0.355507	5.80742	4.19258	2.19695	7.80305	5.34895	4.65105	8.76003	1.23997	8.76003	1.23997	5.08867	4.91133	0.994247	6.94897	2.05678	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.42	6.45325	3.18764	0.359112	5.79952	4.20048	2.19554	7.80446	5.3312	4.6688	8.75255	1.24745	8.75255	1.24745	5.07739	4.92261	0.99777	6.94408	2.05815	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.43	6.44716	3.1901	0.362741	5.79168	4.20832	2.19411	7.80589	5.3135	4.6865	8.74506	1.25494	8.74506	1.25494	5.06615	4.93385	1.00129	6.9392	2.05951	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.44	6.44108	3.19253	0.366394	5.7839	4.2161	2.19268	7.80732	5.29585	4.70415	8.73755	1.26245	8.73755	1.26245	5.05494	4.94506	1.0048	6.93432	2.06087	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.45	6.43501	3.19492	0.37007	5.77617	4.22383	2.19124	7.80876	5.27825	4.72175	8.73002	1.26998	8.73002	1.26998	5.04376	4.95624	1.00832	6.92945	2.06223	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.46	6.42895	3.19728	0.373769	5.76851	4.23149	2.18979	7.81021	5.2607	4.7393	8.72248	1.27752	8.72248	1.27752	5.03262	4.96738	1.01183	6.92459	2.06359	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.47	6.4229	3.19961	0.377491	5.7609	4.2391	2.18833	7.81167	5.24321	4.75679	8.71493	1.28507	8.71493	1.28507	5.02152	4.97848	1.01533	6.91973	2.06494	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.48	6.41686	3.2019	0.381237	5.75336	4.24664	2.18686	7.81314	5.22576	4.77424	8.70736	1.29264	8.70736	1.29264	5.01045	4.98955	1.01883	6.91488	2.06629	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.49	6.41083	3.20417	0.385007	5.74587	4.25413	2.18538	7.81462	5.20837	4.79163	8.69977	1.30023	8.69977	1.30023	4.99941	5.00059	1.02233	6.91003	2.06764	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.5	6.40481	3.20639	0.388799	5.73844	4.26156	2.18389	7.81611	5.19103	4.80897	8.69217	1.30783	8.69217	1.30783	4.98841	5.01159	1.02583	6.90519	2.06898	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.51	6.3988	3.20859	0.392616	5.73106	4.26894	2.1824	7.8176	5.17374	4.82626	8.68455	1.31545	8.68455	1.31545	4.97744	5.02256	1.02932	6.90036	2.07033	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.52	6.39279	3.21075	0.396456	5.72375	4.27625	2.1809	7.8191	5.15651	4.84349	8.67692	1.32308	8.67692	1.32308	4.96651	5.03349	1.0328	6.89553	2.07167	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.53	6.3868	3.21288	0.400319	5.71649	4.28351	2.17939	7.82061	5.13933	4.86067	8.66927	1.33073	8.66927	1.33073	4.95562	5.04438	1.03629	6.89071	2.073	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.54	6.38082	3.21497	0.404206	5.70929	4.29071	2.17787	7.82213	5.1222	4.8778	8.66161	1.33839	8.66161	1.33839	4.94476	5.05524	1.03977	6.8859	2.07434	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.55	6.37485	3.21703	0.408116	5.70215	4.29785	2.17634	7.82366	5.10513	4.89487	8.65394	1.34606	8.65394	1.34606	4.93393	5.06607	1.04324	6.88109	2.07567	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.56	6.36889	3.21906	0.41205	5.69506	4.30494	2.17481	7.82519	5.08811	4.91189	8.64625	1.35375	8.64625	1.35375	4.92314	5.07686	1.04671	6.87629	2.077	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.57	6.36294	3.22106	0.416008	5.68804	4.31196	2.17327	7.82673	5.07115	4.92885	8.63855	1.36145	8.63855	1.36145	4.91239	5.08761	1.05018	6.87149	2.07833	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.58	6.35699	3.22302	0.419989	5.68106	4.31894	2.17172	7.82828	5.05424	4.94576	8.63083	1.36917	8.63083	1.36917	4.90167	5.09833	1.05365	6.8667	2.07965	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.59	6.35106	3.22494	0.423994	5.67415	4.32585	2.17016	7.82984	5.03738	4.96262	8.6231	1.3769	8.6231	1.3769	4.89099	5.10901	1.05711	6.86192	2.08098	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.6	6.34514	3.22684	0.428022	5.66729	4.33271	2.1686	7.8314	5.02058	4.97942	8.61535	1.38465	8.61535	1.38465	4.88035	5.11965	1.06057	6.85714	2.0823	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.61	6.33923	3.2287	0.432074	5.66048	4.33952	2.16704	7.83296	5.00383	4.99617	8.60759	1.39241	8.60759	1.39241	4.86973	5.13027	1.06402	6.85237	2.08362	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.62	6.33333	3.23053	0.436149	5.65373	4.34627	2.16546	7.83454	4.98714	5.01286	8.59982	1.40018	8.59982	1.40018	4.85916	5.14084	1.06747	6.8476	2.08493	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.63	6.32743	3.23232	0.440248	5.64704	4.35296	2.16388	7.83612	4.97051	5.02949	8.59203	1.40797	8.59203	1.40797	4.84862	5.15138	1.07091	6.84284	2.08625	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.64	6.32155	3.23408	0.444371	5.6404	4.3596	2.16229	7.83771	4.95393	5.04607	8.58423	1.41577	8.58423	1.41577	4.83812	5.16188	1.07435	6.83809	2.08756	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.65	6.31568	3.2358	0.448517	5.63381	4.36619	2.1607	7.8393	4.93741	5.06259	8.57642	1.42358	8.57642	1.42358	4.82765	5.17235	1.07779	6.83334	2.08887	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.66	6.30982	3.2375	0.452686	5.62729	4.37271	2.15911	7.84089	4.92094	5.07906	8.56859	1.43141	8.56859	1.43141	4.81722	5.18278	1.08123	6.8286	2.09018	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.67	6.30396	3.23916	0.45688	5.62081	4.37919	2.1575	7.8425	4.90453	5.09547	8.56075	1.43925	8.56075	1.43925	4.80683	5.19317	1.08466	6.82386	2.09148	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
4.68	6.29812	3.24078	0.461097	5.61439	4.38561	2.15589	7.84411	4.88817	5.11183	8.5529	1.4471	8.5529	1.4471	4.79647	5.20353	1.08808	6.81913	2.09279	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
